"action","curr_lane","free_E","free_NE","free_NW","free_SE","free_SW","free_W","latent_collision","iaction"
"cruise","False","False","False","False","True","True","True","True","swerve_left"
"change_to_right","False","False","False","False","True","True","True","True","swerve_left"
"change_to_left","False","False","False","False","True","True","True","True","swerve_left"
"change_to_right","False","False","False","True","False","False","False","True","cruise"
"change_to_left","False","False","False","True","False","False","False","True","swerve_right"
"change_to_right","False","False","False","True","False","False","True","True","keep"
"change_to_left","False","False","False","True","False","False","True","True","keep"
"change_to_right","False","False","False","True","False","True","False","True","cruise"
"change_to_left","False","False","False","True","False","True","False","True","keep"
"change_to_right","False","False","False","True","False","True","True","True","keep"
"change_to_left","False","False","False","True","False","True","True","True","keep"
"change_to_right","False","False","False","True","True","False","False","True","cruise"
"change_to_left","False","False","False","True","True","False","False","True","cruise"
"change_to_right","False","False","False","True","True","False","True","True","swerve_left"
"change_to_left","False","False","False","True","True","False","True","True","keep"
"change_to_right","False","False","False","True","True","True","False","True","cruise"
"change_to_left","False","False","False","True","True","True","False","True","swerve_right"
"change_to_right","False","False","False","True","True","True","True","True","swerve_left"
"change_to_left","False","False","False","True","True","True","True","True","swerve_left"
"change_to_right","False","False","True","False","False","False","False","True","keep"
"cruise","False","False","True","False","False","False","False","True","keep"
"change_to_left","False","False","True","False","False","False","False","True","keep"
"change_to_right","False","False","True","False","False","False","True","True","swerve_left"
"cruise","False","False","True","False","False","False","True","True","swerve_left"
"change_to_left","False","False","True","False","False","False","True","True","swerve_left"
"change_to_right","False","False","True","False","False","True","False","True","keep"
"cruise","False","False","True","False","False","True","False","True","keep"
"change_to_left","False","False","True","False","False","True","False","True","keep"
"change_to_right","False","False","True","False","False","True","True","True","swerve_left"
"cruise","False","False","True","False","False","True","True","True","swerve_left"
"change_to_left","False","False","True","False","False","True","True","True","swerve_left"
"change_to_right","False","False","True","False","True","False","False","True","keep"
"cruise","False","False","True","False","True","False","False","True","keep"
"change_to_left","False","False","True","False","True","False","False","True","keep"
"change_to_right","False","False","True","False","True","False","True","True","keep"
"cruise","False","False","True","False","True","False","True","True","keep"
"change_to_left","False","False","True","False","True","False","True","True","keep"
"change_to_right","False","False","True","False","True","True","False","True","keep"
"cruise","False","False","True","False","True","True","False","True","keep"
"change_to_left","False","False","True","False","True","True","False","True","keep"
"change_to_right","False","False","True","False","True","True","True","True","swerve_left"
"cruise","False","False","True","False","True","True","True","True","swerve_left"
"change_to_left","False","False","True","False","True","True","True","True","swerve_left"
"change_to_right","False","False","True","True","False","False","False","True","cruise"
"change_to_left","False","False","True","True","False","False","False","True","cruise"
"change_to_right","False","False","True","True","False","False","True","True","keep"
"change_to_left","False","False","True","True","False","False","True","True","keep"
"change_to_right","False","False","True","True","False","True","False","True","cruise"
"change_to_left","False","False","True","True","False","True","False","True","cruise"
"change_to_right","False","False","True","True","False","True","True","True","keep"
"change_to_left","False","False","True","True","False","True","True","True","keep"
"change_to_right","False","False","True","True","True","False","False","True","cruise"
"change_to_left","False","False","True","True","True","False","False","True","cruise"
"change_to_right","False","False","True","True","True","False","True","True","swerve_left"
"change_to_left","False","False","True","True","True","False","True","True","keep"
"change_to_right","False","False","True","True","True","True","False","True","cruise"
"change_to_left","False","False","True","True","True","True","False","True","cruise"
"change_to_right","False","False","True","True","True","True","True","True","swerve_left"
"change_to_left","False","False","True","True","True","True","True","True","swerve_left"
"change_to_right","False","True","False","False","False","False","False","True","swerve_left"
"cruise","False","True","False","False","False","False","False","True","swerve_right"
"change_to_left","False","True","False","False","False","False","False","True","swerve_right"
"change_to_right","False","True","False","False","False","False","True","True","swerve_left"
"cruise","False","True","False","False","False","False","True","True","swerve_left"
"change_to_left","False","True","False","False","False","False","True","True","swerve_left"
"change_to_right","False","True","False","False","False","True","False","True","swerve_left"
"cruise","False","True","False","False","False","True","False","True","swerve_right"
"change_to_left","False","True","False","False","False","True","False","True","swerve_right"
"change_to_right","False","True","False","False","False","True","True","True","swerve_left"
"cruise","False","True","False","False","False","True","True","True","swerve_left"
"change_to_left","False","True","False","False","False","True","True","True","swerve_left"
"change_to_right","False","True","False","False","True","False","False","True","keep"
"cruise","False","True","False","False","True","False","False","True","keep"
"change_to_left","False","True","False","False","True","False","False","True","keep"
"change_to_right","False","True","False","False","True","False","True","True","swerve_left"
"cruise","False","True","False","False","True","False","True","True","swerve_left"
"change_to_left","False","True","False","False","True","False","True","True","swerve_left"
"change_to_right","False","True","False","False","True","True","False","True","swerve_right"
"cruise","False","True","False","False","True","True","False","True","keep"
"change_to_left","False","True","False","False","True","True","False","True","keep"
"cruise","False","True","False","False","True","True","True","True","swerve_left"
"change_to_right","False","True","False","False","True","True","True","True","swerve_left"
"change_to_left","False","True","False","False","True","True","True","True","swerve_left"
"change_to_right","False","True","False","True","False","False","False","True","cruise"
"change_to_left","False","True","False","True","False","False","False","True","cruise"
"change_to_right","False","True","False","True","False","False","True","True","swerve_left"
"change_to_left","False","True","False","True","False","False","True","True","swerve_left"
"change_to_right","False","True","False","True","False","True","False","True","cruise"
"change_to_left","False","True","False","True","False","True","False","True","cruise"
"change_to_right","False","True","False","True","False","True","True","True","keep"
"change_to_left","False","True","False","True","False","True","True","True","keep"
"change_to_right","False","True","False","True","True","False","False","True","cruise"
"change_to_left","False","True","False","True","True","False","False","True","cruise"
"change_to_right","False","True","False","True","True","False","True","True","keep"
"change_to_left","False","True","False","True","True","False","True","True","swerve_left"
"change_to_right","False","True","False","True","True","True","False","True","cruise"
"change_to_left","False","True","False","True","True","True","False","True","cruise"
"change_to_right","False","True","False","True","True","True","True","True","swerve_left"
"change_to_left","False","True","False","True","True","True","True","True","swerve_left"
"cruise","False","True","True","False","False","False","False","True","keep"
"change_to_left","False","True","True","False","False","False","False","True","keep"
"cruise","False","True","True","False","False","False","True","True","change_to_right"
"change_to_left","False","True","True","False","False","False","True","True","change_to_right"
"cruise","False","True","True","False","False","True","False","True","keep"
"change_to_left","False","True","True","False","False","True","False","True","keep"
"cruise","False","True","True","False","False","True","True","True","keep"
"change_to_left","False","True","True","False","False","True","True","True","keep"
"cruise","False","True","True","False","True","False","False","True","keep"
"change_to_left","False","True","True","False","True","False","False","True","keep"
"cruise","False","True","True","False","True","False","True","True","keep"
"change_to_left","False","True","True","False","True","False","True","True","keep"
"cruise","False","True","True","False","True","True","False","True","keep"
"change_to_left","False","True","True","False","True","True","False","True","keep"
"cruise","False","True","True","False","True","True","True","True","keep"
"change_to_left","False","True","True","False","True","True","True","True","keep"
"change_to_left","False","True","True","True","False","False","False","True","change_to_right"
"change_to_left","False","True","True","True","False","False","True","True","keep"
"change_to_left","False","True","True","True","False","True","False","True","cruise"
"change_to_left","False","True","True","True","False","True","True","True","keep"
"change_to_left","False","True","True","True","True","False","False","True","cruise"
"change_to_left","False","True","True","True","True","False","True","True","swerve_left"
"change_to_left","False","True","True","True","True","True","False","True","change_to_right"
"change_to_left","False","True","True","True","True","True","True","True","swerve_right"
"change_to_left","True","False","False","False","False","False","False","True","keep"
"cruise","True","False","False","False","False","False","False","True","keep"
"change_to_right","True","False","False","False","False","False","False","True","keep"
"change_to_left","True","False","False","False","False","False","True","True","keep"
"cruise","True","False","False","False","False","False","True","True","keep"
"change_to_right","True","False","False","False","False","False","True","True","swerve_left"
"change_to_left","True","False","False","False","False","True","False","True","swerve_right"
"cruise","True","False","False","False","False","True","False","True","swerve_right"
"change_to_right","True","False","False","False","False","True","False","True","swerve_right"
"change_to_left","True","False","False","False","False","True","True","True","swerve_right"
"cruise","True","False","False","False","False","True","True","True","swerve_left"
"change_to_right","True","False","False","False","False","True","True","True","swerve_right"
"change_to_left","True","False","False","False","True","False","False","True","swerve_right"
"cruise","True","False","False","False","True","False","False","True","swerve_right"
"change_to_right","True","False","False","False","True","False","False","True","swerve_right"
"change_to_left","True","False","False","False","True","False","True","True","swerve_left"
"cruise","True","False","False","False","True","False","True","True","swerve_left"
"change_to_right","True","False","False","False","True","False","True","True","swerve_left"
"change_to_left","True","False","False","False","True","True","False","True","swerve_right"
"cruise","True","False","False","False","True","True","False","True","swerve_right"
"change_to_right","True","False","False","False","True","True","False","True","swerve_right"
"change_to_left","True","False","False","False","True","True","True","True","swerve_right"
"cruise","True","False","False","False","True","True","True","True","swerve_right"
"change_to_right","True","False","False","False","True","True","True","True","swerve_left"
"cruise","True","False","False","True","False","False","False","True","keep"
"change_to_left","True","False","False","True","False","False","False","True","keep"
"change_to_right","True","False","False","True","False","False","False","True","keep"
"cruise","True","False","False","True","False","False","True","True","swerve_right"
"change_to_right","True","False","False","True","False","False","True","True","keep"
"change_to_left","True","False","False","True","False","True","False","True","keep"
"change_to_right","True","False","False","True","False","True","False","True","keep"
"cruise","True","False","False","True","False","True","False","True","keep"
"cruise","True","False","False","True","False","True","True","True","change_to_left"
"change_to_right","True","False","False","True","False","True","True","True","change_to_left"
"cruise","True","False","False","True","True","False","False","True","keep"
"change_to_left","True","False","False","True","True","False","False","True","keep"
"change_to_right","True","False","False","True","True","False","False","True","keep"
"cruise","True","False","False","True","True","False","True","True","swerve_left"
"change_to_right","True","False","False","True","True","False","True","True","swerve_left"
"change_to_left","True","False","False","True","True","True","False","True","keep"
"cruise","True","False","False","True","True","True","False","True","keep"
"change_to_right","True","False","False","True","True","True","False","True","keep"
"cruise","True","False","False","True","True","True","True","True","swerve_right"
"change_to_right","True","False","False","True","True","True","True","True","swerve_right"
"change_to_left","True","False","True","False","False","False","False","True","cruise"
"change_to_right","True","False","True","False","False","False","False","True","cruise"
"change_to_left","True","False","True","False","False","False","True","True","cruise"
"change_to_right","True","False","True","False","False","False","True","True","cruise"
"change_to_left","True","False","True","False","False","True","False","True","swerve_right"
"change_to_right","True","False","True","False","False","True","False","True","swerve_right"
"change_to_left","True","False","True","False","False","True","True","True","keep"
"change_to_right","True","False","True","False","False","True","True","True","keep"
"change_to_left","True","False","True","False","True","False","False","True","swerve_right"
"change_to_right","True","False","True","False","True","False","False","True","swerve_right"
"change_to_left","True","False","True","False","True","False","True","True","keep"
"change_to_right","True","False","True","False","True","False","True","True","keep"
"change_to_left","True","False","True","False","True","True","False","True","swerve_right"
"change_to_right","True","False","True","False","True","True","False","True","swerve_right"
"change_to_left","True","False","True","False","True","True","True","True","swerve_left"
"change_to_right","True","False","True","False","True","True","True","True","swerve_left"
"change_to_left","True","False","True","True","False","False","False","True","cruise"
"change_to_right","True","False","True","True","False","False","False","True","cruise"
"change_to_right","True","False","True","True","False","False","True","True","keep"
"change_to_left","True","False","True","True","False","True","False","True","cruise"
"change_to_right","True","False","True","True","False","True","False","True","cruise"
"change_to_right","True","False","True","True","False","True","True","True","swerve_left"
"change_to_left","True","False","True","True","True","False","False","True","cruise"
"change_to_right","True","False","True","True","True","False","False","True","cruise"
"change_to_right","True","False","True","True","True","False","True","True","keep"
"change_to_left","True","False","True","True","True","True","False","True","cruise"
"change_to_right","True","False","True","True","True","True","False","True","cruise"
"change_to_right","True","False","True","True","True","True","True","True","swerve_left"
"change_to_left","True","True","False","False","False","False","False","True","keep"
"cruise","True","True","False","False","False","False","False","True","keep"
"change_to_right","True","True","False","False","False","False","False","True","keep"
"change_to_left","True","True","False","False","False","False","True","True","keep"
"cruise","True","True","False","False","False","False","True","True","keep"
"change_to_right","True","True","False","False","False","False","True","True","keep"
"change_to_left","True","True","False","False","False","True","False","True","swerve_right"
"cruise","True","True","False","False","False","True","False","True","swerve_right"
"change_to_right","True","True","False","False","False","True","False","True","swerve_right"
"change_to_left","True","True","False","False","False","True","True","True","swerve_right"
"cruise","True","True","False","False","False","True","True","True","swerve_right"
"change_to_right","True","True","False","False","False","True","True","True","swerve_right"
"change_to_left","True","True","False","False","True","False","False","True","swerve_right"
"cruise","True","True","False","False","True","False","False","True","swerve_right"
"change_to_right","True","True","False","False","True","False","False","True","swerve_left"
"change_to_left","True","True","False","False","True","False","True","True","swerve_right"
"cruise","True","True","False","False","True","False","True","True","swerve_right"
"change_to_right","True","True","False","False","True","False","True","True","swerve_right"
"change_to_left","True","True","False","False","True","True","False","True","swerve_left"
"cruise","True","True","False","False","True","True","False","True","swerve_left"
"change_to_right","True","True","False","False","True","True","False","True","swerve_left"
"change_to_left","True","True","False","False","True","True","True","True","swerve_left"
"cruise","True","True","False","False","True","True","True","True","swerve_left"
"change_to_right","True","True","False","False","True","True","True","True","swerve_left"
"cruise","True","True","False","True","False","False","False","True","keep"
"change_to_left","True","True","False","True","False","False","False","True","keep"
"change_to_right","True","True","False","True","False","False","False","True","keep"
"cruise","True","True","False","True","False","False","True","True","swerve_right"
"change_to_right","True","True","False","True","False","False","True","True","swerve_right"
"change_to_left","True","True","False","True","False","True","False","True","swerve_left"
"change_to_right","True","True","False","True","False","True","False","True","swerve_left"
"cruise","True","True","False","True","False","True","False","True","swerve_right"
"cruise","True","True","False","True","False","True","True","True","swerve_right"
"change_to_right","True","True","False","True","False","True","True","True","swerve_right"
"cruise","True","True","False","True","True","False","False","True","swerve_right"
"change_to_left","True","True","False","True","True","False","False","True","swerve_right"
"change_to_right","True","True","False","True","True","False","False","True","swerve_right"
"cruise","True","True","False","True","True","False","True","True","swerve_right"
"change_to_right","True","True","False","True","True","False","True","True","swerve_right"
"change_to_left","True","True","False","True","True","True","False","True","swerve_right"
"cruise","True","True","False","True","True","True","False","True","swerve_left"
"change_to_right","True","True","False","True","True","True","False","True","swerve_left"
"cruise","True","True","False","True","True","True","True","True","swerve_left"
"change_to_right","True","True","False","True","True","True","True","True","swerve_left"
"change_to_left","True","True","True","False","False","False","False","True","swerve_left"
"change_to_right","True","True","True","False","False","False","False","True","keep"
"change_to_left","True","True","True","False","False","False","True","True","keep"
"change_to_right","True","True","True","False","False","False","True","True","keep"
"change_to_left","True","True","True","False","False","True","False","True","swerve_left"
"change_to_right","True","True","True","False","False","True","False","True","keep"
"change_to_left","True","True","True","False","False","True","True","True","swerve_right"
"change_to_right","True","True","True","False","False","True","True","True","swerve_right"
"change_to_left","True","True","True","False","True","False","False","True","keep"
"change_to_right","True","True","True","False","True","False","False","True","keep"
"change_to_left","True","True","True","False","True","False","True","True","swerve_right"
"change_to_right","True","True","True","False","True","False","True","True","swerve_right"
"change_to_left","True","True","True","False","True","True","False","True","swerve_left"
"change_to_right","True","True","True","False","True","True","False","True","swerve_left"
"change_to_left","True","True","True","False","True","True","True","True","swerve_left"
"change_to_right","True","True","True","False","True","True","True","True","swerve_left"
"change_to_left","True","True","True","True","False","False","False","True","swerve_right"
"change_to_right","True","True","True","True","False","False","False","True","swerve_right"
"change_to_right","True","True","True","True","False","False","True","True","keep"
"change_to_left","True","True","True","True","False","True","False","True","swerve_right"
"change_to_right","True","True","True","True","False","True","False","True","keep"
"change_to_right","True","True","True","True","False","True","True","True","keep"
"change_to_left","True","True","True","True","True","False","False","True","swerve_right"
"change_to_right","True","True","True","True","True","False","False","True","swerve_right"
"change_to_right","True","True","True","True","True","False","True","True","swerve_left"
"change_to_left","True","True","True","True","True","True","False","True","keep"
"change_to_right","True","True","True","True","True","True","False","True","keep"
"change_to_right","True","True","True","True","True","True","True","True","keep"
